DATE,5yr_Maturity,5yr_Maturity Mon_Chg,5yr_Maturity Per_Mon_Chg,5yr_Maturity Yr_Chg,5yr_Maturity Per_Yr_Chg,10yr_Maturity,10yr_Maturity Mon_Chg,10yr_Maturity Per_Mon_Chg,10yr_Maturity Yr_Chg,10yr_Maturity Per_Yr_Chg,30yr_Maturity,30yr_Maturity Mon_Chg,30yr_Maturity Per_Mon_Chg,30yr_Maturity Yr_Chg,30yr_Maturity Per_Yr_Chg
2015-02-01,1.47,0.0999999999999998,7.29927007299269,-0.05,-3.2894736842105288,2.0,0.32,19.04761904761905,-0.6600000000000001,-24.812030075187973,2.57,0.1099999999999998,4.471544715447149,-1.0900000000000003,-29.781420765027327
2015-03-01,1.52,0.05,3.40136054421769,-0.1199999999999998,-7.317073170731701,1.94,-0.06,-3.0000000000000027,-0.79,-28.93772893772894,2.63,0.06,2.3346303501945544,-0.9900000000000002,-27.348066298342545
2015-04-01,1.35,-0.1699999999999999,-11.184210526315784,-0.3499999999999998,-20.58823529411764,2.05,0.1099999999999998,5.670103092783499,-0.6200000000000001,-23.22097378277154,2.59,-0.04,-1.5209125475285186,-0.9300000000000002,-26.420454545454557
2015-05-01,1.54,0.1899999999999999,14.074074074074067,-0.05,-3.1446540880503173,2.12,0.0700000000000002,3.414634146341477,-0.3599999999999999,-14.51612903225806,2.96,0.3700000000000001,14.28571428571429,-0.4300000000000001,-12.684365781710918
2015-06-01,1.68,0.1399999999999999,9.090909090909085,0.0,0.0,2.35,0.2299999999999999,10.849056603773583,-0.1799999999999997,-7.114624505928843,3.11,0.1499999999999999,5.067567567567564,-0.31,-9.06432748538012
2015-07-01,1.63,-0.05,-2.976190476190479,-0.07,-4.117647058823533,2.2,-0.1499999999999999,-6.382978723404251,-0.3799999999999999,-14.728682170542632,3.07,-0.04,-1.2861736334405156,-0.2600000000000002,-7.807807807807815
2015-08-01,1.54,-0.0899999999999998,-5.521472392638029,-0.0899999999999998,-5.521472392638029,2.21,0.0099999999999997,0.4545454545454448,-0.1400000000000001,-5.957446808510643,2.86,-0.2099999999999999,-6.840390879478826,-0.3400000000000003,-10.625000000000009
2015-09-01,1.49,-0.05,-3.2467532467532494,-0.28,-15.819209039548024,2.06,-0.1499999999999999,-6.787330316742078,-0.4599999999999999,-18.253968253968253,2.95,0.0900000000000003,3.1468531468531578,-0.3099999999999996,-9.50920245398772
2015-10-01,1.39,-0.1,-6.71140939597316,-0.1600000000000001,-10.3225806451613,2.16,0.1,4.854368932038839,-0.1899999999999999,-8.08510638297872,2.89,-0.06,-2.0338983050847474,-0.1499999999999999,-4.934210526315787
2015-11-01,1.67,0.28,20.143884892086334,0.0499999999999998,3.0864197530864086,2.21,0.0499999999999998,2.3148148148148064,0.0299999999999998,1.3761467889908163,3.03,0.1399999999999996,4.844290657439435,-0.0100000000000002,-0.3289473684210602
