observation_date,CSUSHPISA,Change from Last Month,Percent Change from Last Month,Change From Year Ago,Percent Change From Year Ago
2019-07-01,209.5,0.3849999999999909,0.1841092221983075,6.498999999999995,3.2014620617632397
2019-08-01,210.186,0.686000000000007,0.3274463007159938,6.459000000000003,3.1704192375090203
2019-09-01,210.879,0.6929999999999836,0.3297079729382469,6.544999999999988,3.20308906006831
2019-10-01,211.593,0.7139999999999986,0.3385827891824215,6.562999999999988,3.20099497634491
2019-11-01,212.509,0.9159999999999968,0.4329065706332425,6.974999999999994,3.39359911255558
2019-12-01,213.501,0.9920000000000186,0.4668037588996319,7.548000000000002,3.66491383956533
2020-01-01,214.552,1.0509999999999875,0.492269357052186,8.185000000000002,3.96623491158954
2020-02-01,215.544,0.9920000000000186,0.4623587754949936,8.781000000000006,4.24689136837829
2020-03-01,216.79,1.245999999999981,0.5780722265523424,9.385999999999996,4.52546720410406
2020-04-01,217.656,0.8660000000000139,0.3994649199686396,9.52200000000002,4.57493730000865
2020-05-01,217.872,0.2160000000000081,0.099239166391006,9.100000000000025,4.3588220642615
2020-06-01,218.29,0.4179999999999779,0.1918557685246281,9.174999999999985,4.38753795758313
2020-07-01,219.65,1.3600000000000136,0.6230244170598808,10.150000000000006,4.84486873508353
2020-08-01,222.432,2.7819999999999823,1.2665604370589494,12.24599999999998,5.82626816248464
2020-09-01,225.608,3.176000000000016,1.4278521076104231,14.729000000000012,6.984574092251961
2020-10-01,229.339,3.7309999999999945,1.6537534129995364,17.74600000000001,8.38685589787942
2020-11-01,232.673,3.334000000000003,1.453743148788476,20.164000000000016,9.48853930892339
2020-12-01,235.627,2.954000000000008,1.2695929480429649,22.126000000000005,10.36341750155737
